BBBAABBBB,BBBAAAABBBB
AABBA,AAAABBAA
ABBAA,AABBAAAA
ABBBB,AABBBB
AAAABBB,AAAAAAAABBB
AAAB,AAAAAAB
BBAABAAAB,BBAAAABAAAAAAB
ABAABBB,AABAAAABBB
ABBAABBB,AABBAAAABBB
BABABB,BAABAABB
BBABABB,BBAABAABB
BAABABA,BAAAABAABAA
AAAAABB,AAAAAAAAAABB
AABBABBA,AAAABBAABBAA
BAAA,BAAAAAA
BAABAA,BAAAABAAAA
AAAA,AAAAAAAA
ABBBA,AABBBAA
AAABAB,AAAAAABAAB
ABAAAAAA,AABAAAAAAAAAAAA
B,B
AAB,AAAAB
BBABA,BBAABAA
AAABA,AAAAAABAA
BAAAA,BAAAAAAAA
BABAB,BAABAAB
BABA,BAABAA
AABABABA,AAAABAABAABAA
AB,AAB
BABBBAA,BAABBBAAAA
AAAAA,AAAAAAAAAA
AA,AAAA
BBBAA,BBBAAAA
BBAABBBBB,BBAAAABBBBB
AAA,AAAAAA
AAAB,AAAAAAB
A,AA
ABABABAB,AABAABAABAAB
ABBAB,AABBAAB
AAABBA,AAAAAABBAA
B,B
BABB,BAABB
AAB,AAAAB
BBBAAABA,BBBAAAAAABAA
ABABA,AABAABAA
BAAABAA,BAAAAAABAAAA
AB,AAB
BB,BB
AABB,AAAABB
BAB,BAAB
BAAA,BAAAAAA
BAA,BAAAA
BAA,BAAAA
BAAABA,BAAAAAABAA
AABB,AAAABB
AB,AAB
BAABBAAAB,BAAAABBAAAAAAB
ABBBA,AABBBAA
BBA,BBAA
AAABAB,AAAAAABAAB
BB,BB
BBBB,BBBB
BBBBBBAAA,BBBBBBAAAAAA
ABA,AABAA
BABAAABA,BAABAAAAAABAA
ABABBABBA,AABAABBAABBAA
BAAABA,BAAAAAABAA
BBAA,BBAAAA
AA,AAAA
AABBABA,AAAABBAABAA
AABBB,AAAABBB
BBB,BBB
AABBBBB,AAAABBBBB
AA,AAAA
ABABAAA,AABAABAAAAAA
AABBAA,AAAABBAAAA
BABBB,BAABBB
BAAAA,BAAAAAAAA
BABBA,BAABBAA
AABABABA,AAAABAABAABAA
ABB,AABB
BBAAA,BBAAAAAA
BAAABBA,BAAAAAABBAA
BAAABAA,BAAAAAABAAAA
AB,AAB
BA,BAA
ABBABABB,AABBAABAABB
BBABAB,BBAABAAB
BAAAA,BAAAAAAAA
BAAABAABA,BAAAAAABAAAABAA
BABAA,BAABAAAA
BABB,BAABB
ABABAABA,AABAABAAAABAA
BABBAB,BAABBAAB
AA,AAAA
BBABA,BBAABAA
BAABAAAA,BAAAABAAAAAAAA
ABABAB,AABAABAAB
AA,AAAA
A,AA
AABBAA,AAAABBAAAA
BABBAAA,BAABBAAAAAA
ABBBB,AABBBB
BAAABA,BAAAAAABAA
BAABAA,BAAAABAAAA
BAAAAABAB,BAAAAAAAAAABAAB
BAAAABBAB,BAAAAAAAABBAAB
BB,BB
BABBAAB,BAABBAAAAB
BBAABABA,BBAAAABAABAA
AAB,AAAAB
ABAABBBBB,AABAAAABBBBB
BAABABBB,BAAAABAABBB
AABBAAA,AAAABBAAAAAA
BABB,BAABB
B,B
AAB,AAAAB
BBBA,BBBAA
BAAAB,BAAAAAAB
BBBAABB,BBBAAAABB
ABBBBAB,AABBBBAAB
BAABABA,BAAAABAABAA
BBABBBBBB,BBAABBBBBB
AABAABAAA,AAAABAAAABAAAAAA
AABB,AAAABB
BAABAAB,BAAAABAAAAB
BAB,BAAB
B,B
B,B
BBBA,BBBAA
A,AA
ABBBA,AABBBAA
AABAABBBB,AAAABAAAABBBB
BBABBA,BBAABBAA
BAAAB,BAAAAAAB
BBABAAA,BBAABAAAAAA
ABBABABA,AABBAABAABAA
ABBAB,AABBAAB
ABB,AABB
AAAAAABB,AAAAAAAAAAAABB
BAB,BAAB
ABBB,AABBB
ABBBB,AABBBB
ABAB,AABAAB
AAAAA,AAAAAAAAAA
AABAABBAA,AAAABAAAABBAAAA
AA,AAAA
AABBB,AAAABBB
BBA,BBAA
ABAABBBA,AABAAAABBBAA
BAA,BAAAA
BAABBAA,BAAAABBAAAA
AABAABAA,AAAABAAAABAAAA
A,AA
ABBB,AABBB
BABA,BAABAA
A,AA
A,AA
A,AA
BBBAAAAAA,BBBAAAAAAAAAAAA
AAAB,AAAAAAB
AABBAABBA,AAAABBAAAABBAA
BAAA,BAAAAAA
BABBBBABB,BAABBBBAABB
B,B
AAAAAA,AAAAAAAAAAAA
A,AA
A,AA
ABBAAB,AABBAAAAB
ABBB,AABBB
BB,BB
AAAABAABB,AAAAAAAABAAAABB
BAAA,BAAAAAA
B,B
BBB,BBB
BBBBBABBB,BBBBBAABBB
BBABAAAAB,BBAABAAAAAAAAB
ABBAAAA,AABBAAAAAAAA
AAAAABAAB,AAAAAAAAAABAAAAB
AA,AAAA
ABBBB,AABBBB
BABABAAAA,BAABAABAAAAAAAA
A,AA
AB,AAB
AA,AAAA
BBBA,BBBAA
AABAB,AAAABAAB
BBAABA,BBAAAABAA
BBAB,BBAAB
AAA,AAAAAA
BBABAA,BBAABAAAA
BBBBB,BBBBB
AAABA,AAAAAABAA
BBABAA,BBAABAAAA
BBABB,BBAABB
BBAAAB,BBAAAAAAB
ABBBB,AABBBB
BABA,BAABAA
BBBBABBB,BBBBAABBB
BAABABBBA,BAAAABAABBBAA
BABB,BAABB
BBBAABAAA,BBBAAAABAAAAAA
B,B
BBBBAAB,BBBBAAAAB
AABAA,AAAABAAAA
AA,AAAA
AABAB,AAAABAAB
BAB,BAAB
ABABBBABB,AABAABBBAABB
B,B
ABB,AABB
BAAAB,BAAAAAAB
AAABBA,AAAAAABBAA
AB,AAB
B,B
BBBBB,BBBBB
BA,BAA
BBBBABBAB,BBBBAABBAAB
BBA,BBAA
BABAABAAA,BAABAAAABAAAAAA
ABBBABB,AABBBAABB
BAB,BAAB
ABBBB,AABBBB
AAABA,AAAAAABAA
BAAAABB,BAAAAAAAABB
BBBAABA,BBBAAAABAA
BB,BB
BBA,BBAA
BBAAABBA,BBAAAAAABBAA
BAAA,BAAAAAA
BAABAB,BAAAABAAB
AAB,AAAAB
B,B
BABABB,BAABAABB
AB,AAB
A,AA
BA,BAA
BAAAAAABA,BAAAAAAAAAAAABAA
ABBAAA,AABBAAAAAA
AAA,AAAAAA
AAAB,AAAAAAB
B,B
BBB,BBB
BBBA,BBBAA
BBAAB,BBAAAAB
ABAB,AABAAB
BBB,BBB
BBABBBAA,BBAABBBAAAA
AAA,AAAAAA
BABAABBA,BAABAAAABBAA
AB,AAB
AABBAA,AAAABBAAAA
ABB,AABB
AAAAA,AAAAAAAAAA
BABBAAB,BAABBAAAAB
BAABA,BAAAABAA
ABB,AABB
AAB,AAAAB
AABAA,AAAABAAAA
ABAABA,AABAAAABAA
BBAA,BBAAAA
AA,AAAA
AAABAB,AAAAAABAAB
BABB,BAABB
BBBBAB,BBBBAAB
BA,BAA
BBAABB,BBAAAABB
ABA,AABAA
BAABABB,BAAAABAABB
ABBAABA,AABBAAAABAA
ABAAB,AABAAAAB
AABABBBA,AAAABAABBBAA
BABA,BAABAA
ABBABABBA,AABBAABAABBAA
BAB,BAAB
A,AA
AABAABAAA,AAAABAAAABAAAAAA
A,AA
AABB,AAAABB
ABB,AABB
BBAAABAAA,BBAAAAAABAAAAAA
AABABAAA,AAAABAABAAAAAA
BBAAB,BBAAAAB
AAAABAB,AAAAAAAABAAB
BAABA,BAAAABAA
AAA,AAAAAA
ABAABBAB,AABAAAABBAAB
BAAABBBA,BAAAAAABBBAA
BABA,BAABAA
AAABBBAA,AAAAAABBBAAAA
BBABAABAA,BBAABAAAABAAAA
ABBB,AABBB
ABAAA,AABAAAAAA
A,AA
BA,BAA
BB,BB
BAABBBAAB,BAAAABBBAAAAB
AAB,AAAAB
AAA,AAAAAA
BABBABBAB,BAABBAABBAAB
AABBBAAAB,AAAABBBAAAAAAB
AAA,AAAAAA
ABABBB,AABAABBB
BBAAABAAA,BBAAAAAABAAAAAA
ABAB,AABAAB
BBAAABA,BBAAAAAABAA
AAAABB,AAAAAAAABB
BABAB,BAABAAB
BBAA,BBAAAA
AA,AAAA
ABBAAA,AABBAAAAAA
A,AA
AAB,AAAAB
BBAABBA,BBAAAABBAA
BAAB,BAAAAB
BBABBBB,BBAABBBB
AAAABB,AAAAAAAABB
ABBABBB,AABBAABBB
BBAABAAAB,BBAAAABAAAAAAB
BAA,BAAAA
BBBABAA,BBBAABAAAA
AAABABAAA,AAAAAABAABAAAAAA
AAABABA,AAAAAABAABAA
AAA,AAAAAA
AABAA,AAAABAAAA
BAAAAAAAA,BAAAAAAAAAAAAAAAA
BB,BB
BBAAB,BBAAAAB
AB,AAB
ABAB,AABAAB
ABBBBA,AABBBBAA
BABBBABAA,BAABBBAABAAAA
BABBABAB,BAABBAABAAB
BB,BB
BBAABBBB,BBAAAABBBB
A,AA
B,B
AAA,AAAAAA
ABABBBA,AABAABBBAA
BBBABB,BBBAABB
BABBBAAA,BAABBBAAAAAA
BBBB,BBBB
AAA,AAAAAA
ABBAAB,AABBAAAAB
BABBABABB,BAABBAABAABB
BAA,BAAAA
A,AA
ABA,AABAA
BB,BB
ABBBABB,AABBBAABB
A,AA
BAAAB,BAAAAAAB
A,AA
AABBB,AAAABBB
BBBBB,BBBBB
B,B
BABBABBAB,BAABBAABBAAB
BAAABBA,BAAAAAABBAA
BABBBBAA,BAABBBBAAAA
A,AA
ABBAAA,AABBAAAAAA
AAAAABB,AAAAAAAAAABB
A,AA
ABA,AABAA
BBAAAAB,BBAAAAAAAAB
BABB,BAABB
A,AA
AABABA,AAAABAABAA
ABA,AABAA
AAAAAAA,AAAAAAAAAAAAAA
BBBBBBBB,BBBBBBBB
BAB,BAAB
ABBAA,AABBAAAA
BAB,BAAB
AAAABAA,AAAAAAAABAAAA
BABAAB,BAABAAAAB
B,B
BAABAABB,BAAAABAAAABB
ABABABAA,AABAABAABAAAA
BB,BB
ABBAAAA,AABBAAAAAAAA
BAABB,BAAAABB
AABAB,AAAABAAB
AB,AAB
ABAABB,AABAAAABB
BB,BB
BBBA,BBBAA
AABBBBBA,AAAABBBBBAA
BABABABBB,BAABAABAABBB
AABBBAAAB,AAAABBBAAAAAAB
BAABAABBA,BAAAABAAAABBAA
AAABBA,AAAAAABBAA
AAA,AAAAAA
BABA,BAABAA
BBAB,BBAAB
AAABABBBB,AAAAAABAABBBB
AABAA,AAAABAAAA
ABBABBAAB,AABBAABBAAAAB
BABB,BAABB
BBABBAB,BBAABBAAB
BBBBBBAA,BBBBBBAAAA
BAABB,BAAAABB
ABAAAABAB,AABAAAAAAAABAAB
AABA,AAAABAA
BABA,BAABAA
ABBAA,AABBAAAA
ABA,AABAA
ABB,AABB
ABAAAABAB,AABAAAAAAAABAAB
BBABABAAB,BBAABAABAAAAB
BBBABABB,BBBAABAABB
A,AA
ABBBB,AABBBB
BB,BB
BBBAAABA,BBBAAAAAABAA
AAAAABB,AAAAAAAAAABB
ABBAAAA,AABBAAAAAAAA
A,AA
BBBBB,BBBBB
AAABABA,AAAAAABAABAA
ABABA,AABAABAA
BBA,BBAA
AAAAABAA,AAAAAAAAAABAAAA
A,AA
AAA,AAAAAA
AABAABB,AAAABAAAABB
ABBAABABB,AABBAAAABAABB
A,AA
BBAABBBAA,BBAAAABBBAAAA
B,B
ABBABAB,AABBAABAAB
AB,AAB
BABBAAB,BAABBAAAAB
BAAB,BAAAAB
AABABABA,AAAABAABAABAA
BABBAAABB,BAABBAAAAAABB
ABAB,AABAAB
A,AA
BBBAAAAAB,BBBAAAAAAAAAAB
AAAAAAB,AAAAAAAAAAAAB
AABBBA,AAAABBBAA
BBAAB,BBAAAAB
B,B
AABBBAB,AAAABBBAAB
BBA,BBAA
ABAABBB,AABAAAABBB
ABAAAAAAA,AABAAAAAAAAAAAAAA
BAAB,BAAAAB
BABBBAA,BAABBBAAAA
BA,BAA
BAAB,BAAAAB
AABBABBAB,AAAABBAABBAAB
AA,AAAA
BBA,BBAA
AB,AAB
BBABABBA,BBAABAABBAA
BB,BB
ABBBAB,AABBBAAB
B,B
BBAAAAAB,BBAAAAAAAAAAB
B,B
BABABA,BAABAABAA
BBBAAAAAB,BBBAAAAAAAAAAB
BABA,BAABAA
BAAABBBAB,BAAAAAABBBAAB
ABA,AABAA
BBBBA,BBBBAA
B,B
BABAA,BAABAAAA
B,B
BAABBB,BAAAABBB
BBA,BBAA
ABAABBAAB,AABAAAABBAAAAB
BAAB,BAAAAB
BBA,BBAA
BBBAAABBA,BBBAAAAAABBAA
A,AA
BA,BAA
AABABB,AAAABAABB
ABB,AABB
AABBBBA,AAAABBBBAA
AAAAAAA,AAAAAAAAAAAAAA
ABB,AABB
A,AA
ABBB,AABBB
BBBAB,BBBAAB
ABBAAA,AABBAAAAAA
BBBBB,BBBBB
AAAABBABB,AAAAAAAABBAABB
BB,BB
BABA,BAABAA
BABABBAA,BAABAABBAAAA
ABAABBA,AABAAAABBAA
BABAAABBB,BAABAAAAAABBB
AAA,AAAAAA
ABBBBBB,AABBBBBB
BAAB,BAAAAB
B,B
A,AA
AA,AAAA
ABB,AABB
AAABBA,AAAAAABBAA
AB,AAB
BBBA,BBBAA
A,AA
BABB,BAABB
ABAAAAABB,AABAAAAAAAAAABB
ABBA,AABBAA
A,AA
B,B
BABABA,BAABAABAA
ABABBBAA,AABAABBBAAAA
AAAABBB,AAAAAAAABBB
BAAB,BAAAAB
ABBAAABAB,AABBAAAAAABAAB
AAAA,AAAAAAAA
BB,BB
BABABBBA,BAABAABBBAA
BBAAAAABA,BBAAAAAAAAAABAA
BBBBB,BBBBB
BBBBB,BBBBB
BABBABBBB,BAABBAABBBB
BBAA,BBAAAA
AAABA,AAAAAABAA
AABBBBB,AAAABBBBB
BABA,BAABAA
B,B
BAB,BAAB
AAABA,AAAAAABAA
BAAABAA,BAAAAAABAAAA
ABAABBB,AABAAAABBB
ABBB,AABBB
ABBA,AABBAA
AABABB,AAAABAABB
ABBABBBBB,AABBAABBBBB
BBABAAAA,BBAABAAAAAAAA
BBB,BBB
AABAAAA,AAAABAAAAAAAA
AA,AAAA
BABAABA,BAABAAAABAA
BBAABBA,BBAAAABBAA
BBBAAAB,BBBAAAAAAB
AAA,AAAAAA
AABA,AAAABAA
ABABA,AABAABAA
AAABABBBB,AAAAAABAABBBB
BAB,BAAB
AB,AAB
BBBBAA,BBBBAAAA
B,B
B,B
BA,BAA
ABAAABB,AABAAAAAABB
B,B
BBAABBB,BBAAAABBB
ABBABBB,AABBAABBB
AAA,AAAAAA
AABBABAB,AAAABBAABAAB
BBA,BBAA
BAABAABB,BAAAABAAAABB
A,AA
BBAA,BBAAAA
B,B
BAAABA,BAAAAAABAA
AABBBBB,AAAABBBBB
AABAB,AAAABAAB
BBBAAABAB,BBBAAAAAABAAB
AAAAB,AAAAAAAAB
ABBA,AABBAA
ABABABBB,AABAABAABBB
AB,AAB
AABBBAB,AAAABBBAAB
AABABAAAA,AAAABAABAAAAAAAA
BAA,BAAAA
A,AA
BB,BB
BA,BAA
BABAB,BAABAAB
BAAAAABA,BAAAAAAAAAABAA
BAAAABAAA,BAAAAAAAABAAAAAA
BA,BAA
BBBBBAA,BBBBBAAAA
BAABBAAA,BAAAABBAAAAAA
BABA,BAABAA
BABABAB,BAABAABAAB
ABAAAAAB,AABAAAAAAAAAAB
B,B
AAAABABB,AAAAAAAABAABB
AABA,AAAABAA
B,B
BBAABBAAA,BBAAAABBAAAAAA
AABAB,AAAABAAB
BBBAABBAB,BBBAAAABBAAB
ABAA,AABAAAA
AABABAAAA,AAAABAABAAAAAAAA
B,B
AB,AAB
B,B
ABB,AABB
BBAABAB,BBAAAABAAB
ABBAAAB,AABBAAAAAAB
AAAAABB,AAAAAAAAAABB
BBABABBB,BBAABAABBB
AABBA,AAAABBAA
BAA,BAAAA
BBB,BBB
AABB,AAAABB
BB,BB
BAABA,BAAAABAA
AAB,AAAAB
BBBAB,BBBAAB
BBBBABA,BBBBAABAA
BBBAAB,BBBAAAAB
AAAAABABB,AAAAAAAAAABAABB
BABAAAAB,BAABAAAAAAAAB
AA,AAAA
AABBBA,AAAABBBAA
BBBABA,BBBAABAA
BBBA,BBBAA
BABABBAAB,BAABAABBAAAAB
BAB,BAAB
ABBBB,AABBBB
BAAAABAA,BAAAAAAAABAAAA
ABBBAB,AABBBAAB
ABB,AABB
ABABBBAA,AABAABBBAAAA
ABB,AABB
B,B
ABB,AABB
AAAA,AAAAAAAA
B,B
BAABB,BAAAABB
ABBAAAA,AABBAAAAAAAA
BBA,BBAA
ABABB,AABAABB
AAAABBBA,AAAAAAAABBBAA
AABB,AAAABB
BAB,BAAB
ABAA,AABAAAA
ABAAABBA,AABAAAAAABBAA
A,AA
BBBBBB,BBBBBB
ABAAAAB,AABAAAAAAAAB
ABABBB,AABAABBB
BAAAAABB,BAAAAAAAAAABB
AAABABB,AAAAAABAABB
A,AA
ABBB,AABBB
ABABBBBA,AABAABBBBAA
AAABA,AAAAAABAA
AAAABBBB,AAAAAAAABBBB
BAAB,BAAAAB
BBBAA,BBBAAAA
BABBBBB,BAABBBBB
AAAAAAB,AAAAAAAAAAAAB
AABAABAB,AAAABAAAABAAB
AAA,AAAAAA
BBA,BBAA
ABBAABB,AABBAAAABB
AAABAABA,AAAAAABAAAABAA
BAAAA,BAAAAAAAA
A,AA
BA,BAA
BBBAAAAB,BBBAAAAAAAAB
AB,AAB
AA,AAAA
A,AA
BA,BAA
ABB,AABB
BBABAAB,BBAABAAAAB
ABBABA,AABBAABAA
AAA,AAAAAA
BBAA,BBAAAA
ABBAABB,AABBAAAABB
BA,BAA
BA,BAA
ABABAA,AABAABAAAA
BABBBBBA,BAABBBBBAA
ABABAB,AABAABAAB
ABAAB,AABAAAAB
A,AA
BBABBBBAA,BBAABBBBAAAA
BABBAABBA,BAABBAAAABBAA
BBABBAB,BBAABBAAB
ABAAAB,AABAAAAAAB
BAB,BAAB
ABABABA,AABAABAABAA
BBBAB,BBBAAB
AABB,AAAABB
B,B
BBBAA,BBBAAAA
ABB,AABB
BABA,BAABAA
BA,BAA
BB,BB
AAAAAB,AAAAAAAAAAB
BABBB,BAABBB
ABAABA,AABAAAABAA
ABBBAAB,AABBBAAAAB
BB,BB
AA,AAAA
AA,AAAA
ABBAAA,AABBAAAAAA
ABBBBA,AABBBBAA
AA,AAAA
BBABAAA,BBAABAAAAAA
BB,BB
ABB,AABB
BB,BB
AABAB,AAAABAAB
BAAAA,BAAAAAAAA
A,AA
BAB,BAAB
AABB,AAAABB
BBAB,BBAAB
BABBABBBA,BAABBAABBBAA
ABBABBBB,AABBAABBBB
ABABB,AABAABB
BAA,BAAAA
AAABABAA,AAAAAABAABAAAA
BBBBB,BBBBB
BAAABABB,BAAAAAABAABB
BBAB,BBAAB
AAABA,AAAAAABAA
BABBABA,BAABBAABAA
BBBAAAA,BBBAAAAAAAA
BABBBBBBA,BAABBBBBBAA
AB,AAB
BBABA,BBAABAA
ABABB,AABAABB
BA,BAA
B,B
BB,BB
BABA,BAABAA
BAB,BAAB
BAAAABBB,BAAAAAAAABBB
B,B
AA,AAAA
ABAA,AABAAAA
ABAAAABBB,AABAAAAAAAABBB
ABAB,AABAAB
BAABB,BAAAABB
BAAABA,BAAAAAABAA
AABBBABA,AAAABBBAABAA
AAB,AAAAB
BABBBA,BAABBBAA
ABABAAB,AABAABAAAAB
BBABAABA,BBAABAAAABAA
BBBBB,BBBBB
BAB,BAAB
BBAAA,BBAAAAAA
AAABAB,AAAAAABAAB
BAAB,BAAAAB
ABB,AABB
BB,BB
AABABAB,AAAABAABAAB
A,AA
ABBA,AABBAA
BBB,BBB
BABBBABBB,BAABBBAABBB
A,AA
BBABA,BBAABAA
AABBAABAB,AAAABBAAAABAAB
BBBBAABAA,BBBBAAAABAAAA
ABAAABBAB,AABAAAAAABBAAB
ABBB,AABBB
AAAAABBA,AAAAAAAAAABBAA
BAABB,BAAAABB
AB,AAB
AAABBABA,AAAAAABBAABAA
AAABABAAA,AAAAAABAABAAAAAA
AAABAAABA,AAAAAABAAAAAABAA
A,AA
B,B
BAB,BAAB
BBBA,BBBAA
A,AA
AAAABABA,AAAAAAAABAABAA
AABBA,AAAABBAA
BAABA,BAAAABAA
AABAABAA,AAAABAAAABAAAA
BABAB,BAABAAB
BBAB,BBAAB
ABAA,AABAAAA
AABBBAA,AAAABBBAAAA
ABBAAABAA,AABBAAAAAABAAAA
BABA,BAABAA
AABBABBB,AAAABBAABBB
BAA,BAAAA
BAA,BAAAA
BABAAAAB,BAABAAAAAAAAB
A,AA
AABAA,AAAABAAAA
BBB,BBB
BBBB,BBBB
BA,BAA
B,B
BBAABA,BBAAAABAA
BBAABBB,BBAAAABBB
BBBA,BBBAA
AABBB,AAAABBB
BBAAAA,BBAAAAAAAA
AAABAAA,AAAAAABAAAAAA
ABBAAA,AABBAAAAAA
A,AA
BBABAABB,BBAABAAAABB
BABABBB,BAABAABBB
BB,BB
A,AA
BA,BAA
BBA,BBAA
BBABBABBA,BBAABBAABBAA
BAB,BAAB
ABBBBAA,AABBBBAAAA
BBABBBAA,BBAABBBAAAA
B,B
AAAAA,AAAAAAAAAA
BBA,BBAA
A,AA
ABABBBBB,AABAABBBBB
A,AA
AABAB,AAAABAAB
AABB,AAAABB
AABBBBABB,AAAABBBBAABB
BBB,BBB
AAAA,AAAAAAAA
BABABB,BAABAABB
AAB,AAAAB
BABA,BAABAA
BBABBB,BBAABBB
BABBBAA,BAABBBAAAA
BAB,BAAB
BAAAA,BAAAAAAAA
BAABABB,BAAAABAABB
A,AA
AAAB,AAAAAAB
ABBB,AABBB
BABABB,BAABAABB
ABAA,AABAAAA
A,AA
AB,AAB
AAAA,AAAAAAAA
BABAA,BAABAAAA
BBA,BBAA
ABB,AABB
ABAB,AABAAB
AABBABBA,AAAABBAABBAA
BBABABAB,BBAABAABAAB
BBABBA,BBAABBAA
BA,BAA
BBBBBBA,BBBBBBAA
AA,AAAA
BBABBBA,BBAABBBAA
AA,AAAA
B,B
A,AA
ABAABAA,AABAAAABAAAA
AB,AAB
BAABBA,BAAAABBAA
BAAB,BAAAAB
BBBAB,BBBAAB
BBABBBABB,BBAABBBAABB
ABAAABAB,AABAAAAAABAAB
AABBBB,AAAABBBB
AABBAAB,AAAABBAAAAB
ABAAABB,AABAAAAAABB
AA,AAAA
ABBAAAA,AABBAAAAAAAA
AABAA,AAAABAAAA
ABA,AABAA
BA,BAA
AA,AAAA
AB,AAB
A,AA
BABABAA,BAABAABAAAA
BAAB,BAAAAB
ABBA,AABBAA
BBBBABBB,BBBBAABBB
BABB,BAABB
BAABB,BAAAABB
BABBB,BAABBB
ABABBBBA,AABAABBBBAA
BBAAAB,BBAAAAAAB
BB,BB
BAABAAB,BAAAABAAAAB
ABAABB,AABAAAABB
A,AA
AAABBAAB,AAAAAABBAAAAB
ABABBB,AABAABBB
BAB,BAAB
BBBBBBAAB,BBBBBBAAAAB
BBBBAAAAB,BBBBAAAAAAAAB
ABBBAABB,AABBBAAAABB
AAA,AAAAAA
AABBBAAA,AAAABBBAAAAAA
AABAABABA,AAAABAAAABAABAA
BAABABAAB,BAAAABAABAAAAB
AA,AAAA
ABAAA,AABAAAAAA
BAABBBBA,BAAAABBBBAA
AABABAB,AAAABAABAAB
AAA,AAAAAA
AB,AAB
AA,AAAA
BA,BAA
BABBABBA,BAABBAABBAA
ABBB,AABBB
AABABB,AAAABAABB
BABBBAA,BAABBBAAAA
AAAAAB,AAAAAAAAAAB
BB,BB
ABBBABB,AABBBAABB
BBABAA,BBAABAAAA
BBABABAB,BBAABAABAAB
ABB,AABB
AAAABB,AAAAAAAABB
AB,AAB
AB,AAB
ABBBBAA,AABBBBAAAA
ABA,AABAA
AA,AAAA
BAABBABAB,BAAAABBAABAAB
AAABBAAA,AAAAAABBAAAAAA
ABABAAAB,AABAABAAAAAAB
BBBABAAA,BBBAABAAAAAA
ABBAABA,AABBAAAABAA
BBAAAAB,BBAAAAAAAAB
ABBAABAB,AABBAAAABAAB
BBAAABBA,BBAAAAAABBAA
ABBA,AABBAA
BBBB,BBBB
AABABABA,AAAABAABAABAA
ABAA,AABAAAA
BAABBBABA,BAAAABBBAABAA
A,AA
BBAABAAAA,BBAAAABAAAAAAAA
A,AA
ABAAABBA,AABAAAAAABBAA
AA,AAAA
BAAABBB,BAAAAAABBB
A,AA
ABBBAAA,AABBBAAAAAA
ABBAB,AABBAAB
AB,AAB
BABAA,BAABAAAA
AAAABBAA,AAAAAAAABBAAAA
BA,BAA
AA,AAAA
BABBBB,BAABBBB
AAAA,AAAAAAAA
AA,AAAA
BA,BAA
BAAABBAA,BAAAAAABBAAAA
ABB,AABB
BBBA,BBBAA
BBAAABB,BBAAAAAABB
ABBBAA,AABBBAAAA
BAABA,BAAAABAA
ABBAB,AABBAAB
ABAB,AABAAB
ABBB,AABBB
AABBBAA,AAAABBBAAAA
BBABABBBA,BBAABAABBBAA
BBBBB,BBBBB
A,AA
BA,BAA
AA,AAAA
ABAABBA,AABAAAABBAA
BAA,BAAAA
BAAAABBB,BAAAAAAAABBB
BBABABABB,BBAABAABAABB
BBABAB,BBAABAAB
BBBBBAAAB,BBBBBAAAAAAB
AABBBAA,AAAABBBAAAA
ABAA,AABAAAA
BBAAAAA,BBAAAAAAAAAA
ABAABBAB,AABAAAABBAAB
BABBABABB,BAABBAABAABB
AAAABBBB,AAAAAAAABBBB
ABBAABB,AABBAAAABB
BBBBBBB,BBBBBBB
A,AA
BBAAAB,BBAAAAAAB
BBAB,BBAAB
A,AA
BABBAABBB,BAABBAAAABBB
BBABABBB,BBAABAABBB
B,B
AAABBA,AAAAAABBAA
BAB,BAAB
AAABABAB,AAAAAABAABAAB
AAAA,AAAAAAAA
BB,BB
AAABBBAA,AAAAAABBBAAAA
AAAAB,AAAAAAAAB
BBAAAAA,BBAAAAAAAAAA
BBAAAAAAA,BBAAAAAAAAAAAAAA
BAABA,BAAAABAA
ABA,AABAA
BABAAAABA,BAABAAAAAAAABAA
BBAABBAB,BBAAAABBAAB
ABBA,AABBAA
BBBAA,BBBAAAA
AABBBA,AAAABBBAA
ABABBAB,AABAABBAAB
BABBB,BAABBB
ABBAB,AABBAAB
BABA,BAABAA
BBBAB,BBBAAB
BBBBBAAA,BBBBBAAAAAA
BAABABA,BAAAABAABAA
BBABABBAB,BBAABAABBAAB
AABBBBABA,AAAABBBBAABAA
ABABBB,AABAABBB
BBABBBAA,BBAABBBAAAA
AAAAAAA,AAAAAAAAAAAAAA
AABABAAB,AAAABAABAAAAB
ABB,AABB
BBA,BBAA
AB,AAB
BBAB,BBAAB
BABBBBA,BAABBBBAA
B,B
BBABBBB,BBAABBBB
ABAB,AABAAB
AAAB,AAAAAAB
A,AA
BAABBA,BAAAABBAA
ABB,AABB
BBBBABB,BBBBAABB
ABB,AABB
ABBBAAA,AABBBAAAAAA
AB,AAB
BABAAAABA,BAABAAAAAAAABAA
BABABBBBA,BAABAABBBBAA
BBAAABA,BBAAAAAABAA
AABABBAAA,AAAABAABBAAAAAA
AAAABABA,AAAAAAAABAABAA
BBBBBAB,BBBBBAAB
ABAAAA,AABAAAAAAAA
BBA,BBAA
ABAA,AABAAAA
BBA,BBAA
BBABABA,BBAABAABAA
BBBBAA,BBBBAAAA
B,B
BABABAAA,BAABAABAAAAAA
BAAAAB,BAAAAAAAAB
BBAAABAAB,BBAAAAAABAAAAB
ABBAAA,AABBAAAAAA
BAAB,BAAAAB
AA,AAAA
BBBABABA,BBBAABAABAA
B,B
AAABAAAAA,AAAAAABAAAAAAAAAA
AABABA,AAAABAABAA
BAAB,BAAAAB
BBB,BBB
BAAB,BAAAAB
A,AA
BABAB,BAABAAB
ABAB,AABAAB
